title,url,date,content,author,views,recommend,dislike,comments
난 자차있어도 가끔 카셰타는데,https://gall.dcinside.com/mgallery/board/view/?id=carsharing&no=36150,2025-02-09 22:39:26,중고차 딜러하는 이모부한테 거의 공짜로 얻어온 08년식 프라이드 출퇴근용으로 타고다니는데 연비도 좋고 20년 가까이된 썩차 치고는 아직도 잔고장없이 쌩쌩하게 잘나감~ 이거 은근히 명차더라참고로 본인 20대 중반인데 금수저도 아니고 이거라도 자차있는게 어디야물론 수입이 그렇게 막 박봉 정도는 아니라 좀 무리하면 아반떼 정도는 사볼 수도 있겠지만 여기저기 가볍게 타고다니는데 이걸로 충분하더라 굳이 돈들여서 더 비싼 차를 살 이유가 없음 차라리 청약모아서 집을 사고말지근데도 카셰 생각보다 자주 빌려타는데 아무래도 오래된 차다보니깐 차는 잘나가도 승차감이 개나줘버렸고 경차만큼은 아니지만 실내공간이 좀 작아서 이걸로 장거리 왔다갔다하면 상당히 피곤하기 때문에 데일리카로는 좋으나 장거리 출장이나 여행용으로는 영....그럴때 카셰로 좋은차 빌려타는거지 특히 부모님이나 친구들 태우고 멀리 여행갈때 카셰만한게 없더라 옵션 좋은 EV6나 K8하브 같은거 빌려서 가면 진짜 돈값 톡톡히함ㅋㅋㅋ 물론 그런 차를 자차로 갖고싶기는 하지만 20대에 그런 차를 자차로 산다? 상위 1% 금수저들이나 검은돈 만지는 범죄자 새끼나 해당되는 사항임 애초에 그런 인간들은 사는 세계가 다른데 카셰를 논하면 안되지ㅋㅋㅋ그리고 카셰말고 롯데나 SK같은 렌트카 빌려볼수도 있는데 쿠폰같은거 생각하면 비용이 거의 2배 차이라 카셰가 답이다 차 상태 복불복에 보험 부실이라는 문제가 있긴해도 정 심하면 대차받거나 안운하면 그만이라 저렴한게 장땡이다~ 여태 수십번 카셰 빌려탈 동안 담배냄새 이슈 말고는 딱히 문제생긴적 없었으니깐그것도 사실 빌리는 차 종류 나름인거같더라고,Hipass (223.38),259,0,0,0
아반떼(=k3)로 800키로 6만원에 ㄱㄴ?,https://gall.dcinside.com/board/view/?id=car_new1&no=10374892,2025-02-09 22:35:04,부산에서 경기도 왕복,슈퍼슈프림 (212.102),72,1,0,0
근데아반떼ad <— 이거 사는애들 진짜 병신아님??,https://gall.dcinside.com/board/view/?id=car_new1&no=10374877,2025-02-09 22:28:11,K5 2.5세대도1300이면 사는데시발 아반떼ad에 1000을 태워??,ㅇㅇ (39.113),118,0,0,0
펠리 3.8이면 유지비 빡심?,https://gall.dcinside.com/board/view/?id=car_new1&no=10374863,2025-02-09 22:25:23,200따리가 아반떼타다가 펠리3.8로 넘어가면 유지비차이 마니느낌?,차갤러 (125.243),77,0,0,0
아반떼(k3) 1000키로 쯤 달리면 주유비6만원으로ㄱㄴ?,https://gall.dcinside.com/mgallery/board/view/?id=dsrqsv&no=776505,2025-02-09 22:16:07,ㅇㅇ?,슈퍼슈프림 (211.36),68,0,0,0
연봉 8천 정도면 어코드 사도 되냐,https://gall.dcinside.com/board/view/?id=car_new1&no=10374801,2025-02-09 22:02:35,지금 차 16년식 아반떼 AD 인데존나 바꾸고 싶다...,차갤러 (121.182),93,0,0,0
그랜져 이상 몰면 긴장하는 새끼들 있냐?,https://gall.dcinside.com/mgallery/board/view/?id=sohan&no=32368,2025-02-09 21:53:12,차도 크고 전손 내면 -3500만원 이라 긴장 좀 되노ㅋㅋ아반떼나 셀토스는 집에 있는 마누라맹키로 편ㅡ안,핸갤러 (118.235),225,1,0,0
"차에 관심이 없어서 벤츠,제네시스,bmw 구별못함",https://gall.dcinside.com/mgallery/board/view/?id=stockus&no=9712307,2025-02-09 21:23:03,아반떼가 뭔지 소나타가 뭔지 들어만봣지 뭔지 모름근데 테슬라에 몰빵투자함 ㅋㅋ,ㅇㅇ (211.57),72,0,0,0
아반떼풀옵션이 3200 밖에 안한다고?,https://gall.dcinside.com/board/view/?id=car_new1&no=10374672,2025-02-09 21:15:17,사야겠지?- dc official App,차갤러 (115.40),126,0,0,0
2024 한국 시장 자동차 모델별 판매 순위,https://gall.dcinside.com/mgallery/board/view/?id=gotp&no=539338,2025-02-09 20:54:29,"1. 쏘렌토 9만4538대2. 카니발 8만2748대3. 싼타페 7만7161대4. 스포티지 7만4255대5. 그랜저 7만1656대6. 포터 6만9267대7. 셀토스 6만1897대8. 쏘나타 5만7355대9. 아반떼 5만6890대10. 투싼 5만5257대11. 레이 4만8991대12. G80 4만5854대13. 캐스퍼 4만1788대14. 스타리아 4만1118대15. 봉고Ⅲ 4만 539대탑 15는 올 현기차이고 쏘렌토,카니발,스포티지,셀토스 등 RV,SUV의 기아와 그렌저,쏘나타,아반떼,G80 등 세단의 현대로 딱 갈림.현대 SUV는 싼타페를 빼면 다 기아에게 고전하고 있더라...비 현기차인 르노,쉐보레,KGM에서 가장 잘 팔린 차는...르노 그랑 콜레오스 3만9816대쉐보레 트랙스 크로스오버 1만8634대KGM 토레스 3만4951대",miraiproduce (222.114),112,0,0,0
본인은 코인으로 돈 범,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=4423340,2025-02-09 20:46:48,92년생 분당토박이분당 자가에서 실거주대출x아반떼AD 2018년식 보유아내O(외국인)이제 코인투자 너무 힘들어서배당투자나 하려고 하는데장이 재미없다,국내배당투자전문가 (119.149),63,0,0,0
그랜저 신형디자인 솔직히 잘빠진것 맞다,https://gall.dcinside.com/board/view/?id=car_new1&no=10374577,2025-02-09 20:39:47,옆라인 뒷부분만 부분적으로 보면 별로 안이쁘다고 볼수도 있는데옆라인 전체적으로 보는게 먼저지 옆라인 전체적으로 엄청 잘 빠졌고 앞면 뒷면 모두 우수하다디자인 무난하다는 보다 작은 쏘나타 K5나 K8 G80보다 낫다 아반떼는 좀 납작한 느낌이 든다그럼 SUV 중에선 무슨 차 디자인이 가장 잘빠졌을까개인적으론 GV70이다 GV80과 팰리세이드는 너무 커서 좀 둔탁하고 싼타페는 뒷면이 이상하며 쏘렌토와 콜레오스는 너무 틀에박힌 디자인이다 투싼 토레스는 무난하고 스포티지는 대체로 잘빠지긴 했지만 GV70이 좀더 안정감 있어 보이는 디자인이다디자인하면 셀토스 코나 트랙스 트레일블레이저 등 소형SUV가 뛰어나긴 하지만 실용성에서 조금 약해 보인다,차갤러 (175.211),428,1,1,0
여기도 글 보면 위축되서 액피에선 글을 못싼다는 거 보면..,https://gall.dcinside.com/mgallery/board/view/?id=jndwwe&no=8202,2025-02-09 20:19:42,"결국 본인 수집품은 너무 초라하고 저렴한 제품들인데 액피에는 수백 수천짜리 제품에만 관심을 가지니 .. 그래서 작가작 수집하는 사람들에 대한 열등감 + 분노를 표출하는거잖아.스스로 열등감이나 자존감에 문제없다면 그냥 액피에 몇만원짜리 피규어라도 올려. 아무도 그거가지고 뭐라고안해.단지 사람들에게 관심을 받는건 당연히 쉽게 구경하기 어려운 제품들이지 마트에 파는 3만원 10만원짜리 피규어가 아닐거라는거야.아반떼타고 번화가 가면 누가 ""우와.. 아반떼다"" 이럼? 근데 니가 람보나 페라리 타고 번화가 가봐. 누구나 그 차에 관심을 가지겠지.이건 사람들이 나빠서 또는 인맥때문에 그런게 아니라 누구나 쉽게 접하기 어려운 것들에 대한 관심이 흔히 접하는 것들보다 더 크기 때문이야.""난 핫토이 밖에 없어서 댓글도 안달아준다. """"난 저렴한 제품만 수집해서 사람들이 관심을 안가져준다 ""이렇개 찡찡대면서 그 이유를 작가작 수집하는 사람들에게서 찾는건 모순적인거야.니가 저렴한걸 수집하든 비싼걸 수집하든 아니면 뭐 스페셜오더로 만든 세상에 1체만 존재하는걸 수집하든 아무도 뭐라고안해.단지 그것에 대한 관심도는 사람이라면 어디로 먼저갈지는 다들 알거잖아.당연한걸 이상한데서 이유를 찾지말자. 좀 짜쳐보인다.- dc official App",J갤러 (39.7),420,18,0,0
K3 vs아반떼,https://gall.dcinside.com/board/view/?id=rhythmgame_new1&no=833666,2025-02-09 20:16:51,억지떡밥굴려보죠?,큐벨리아 (39.7),142,0,0,0
초년생 첫차아반떼AD 괜찮음?,https://gall.dcinside.com/board/view/?id=car_new1&no=10374430,2025-02-09 19:50:19,"초년생 첫차 아반떼AD 괜찮음?네비, HID(LED) 헤드라이트, 후측방 딱3개만 체크했는데 주행거리대비 가격이 생각보다 비싸네..ㅠㅠ",차갤러 (118.222),154,0,0,0
그돈이면씨발 딴차를사야지아반떼N 오빠병신이양?,https://gall.dcinside.com/board/view/?id=car_new1&no=10374377,2025-02-09 19:33:25,"차가격은 완전개풀옵40,000,000",차갤러 (59.2),74,2,0,0
교햄으로 갈랜다,https://gall.dcinside.com/mini/board/view/?id=gong&no=603422,2025-02-09 19:23:34,지금 타는 쏘나타 메기 팔아버리고아반떼 ad중고로 갈아타면월급 그놈이 그놈임아니면 걍 차 팔아도경기도라 서울 반대방향 전철이면출근때 누워서 갈수도 있음씨바 뭔 초과하면 부귀영화를 누리는거도 아니고꼴랑 삼사십인데난 교햄간다,ㅁㅁ (106.101),159,1,1,0
BYD 아토3 가격 경쟁력이 너무 좋음,https://gall.dcinside.com/mgallery/board/view/?id=nasdaq&no=983490,2025-02-09 18:41:03,마치 아반떼 자리를 위협할 수 있는 차랄까,ㅇㅇ(39.112) (175.205),104,0,0,0
소형suv 까는애들은 걍 열등감 같음,https://gall.dcinside.com/board/view/?id=car_new1&no=10374160,2025-02-09 18:13:27,비슷한 가격대에 아반떼 쏘나타 빨면서소형suv를 깐다?자기는 그 돈주고 조그만한 짐차 못사겠으니 부들거리는거아님?거기다 여자들도 많이타니까 괜히 화나고 ㄹㅇㅋㅋ- dc official App,ㅇㅇ (220.77),90,0,0,0
국내차 디자인은 k5미만 잡임,https://gall.dcinside.com/board/view/?id=car_new1&no=10374144,2025-02-09 18:05:02,k5로 다 뚜드려 팸 그랜져 소나타 k8 아반떼 다 뜰딱전용 로보캅디자인 병ㅅ 같음- dc official App,차갤러 (39.119),194,4,1,0
사샤아반떼N 뉘르 탄 후기 올라왔네,https://gall.dcinside.com/board/view/?id=car_new1&no=10374140,2025-02-09 18:02:07,섀시 강성 좋고 전반적으로 믿고 서스펜션이 좀 과한 느낌 드는거 빼면 코너 던질수 있는 잘 만든 핫해치라함근데 아5N 만큼 재밌어 하지는 않는듯,ㅇㅇ (222.108),94,0,0,0
형님들 99년생아반떼cn7 ㅈㄴ만족하면서타는데ㅋ,https://gall.dcinside.com/board/view/?id=car_new1&no=10374123,2025-02-09 17:56:57,첫차인지몰라도이가격에 이디자인 이성능ㅋㅋ보험료자차세도 져렴하궁친구들 자차없는뚜벅이들 10에8인데한번씩태워줄때마다 다들부러워함ㅋ;;,차갤러 (59.2),117,1,0,0
아반떼엔진오일 갈았는데 85000원 달라대,https://gall.dcinside.com/board/view/?id=car_new1&no=10374111,2025-02-09 17:53:54,ㅅㅂ 몇년전에 45000이었는데무슨일이 있었던거?,ㅇㅇ (59.3),71,0,0,0
아반떼탄지 3달째인데 너무 후회된다,https://gall.dcinside.com/board/view/?id=car_new1&no=10374094,2025-02-09 17:45:09,시내바리 출퇴근만 할때는 몰랐는데이번 주말에 고향 내려갈 때 고속도로 타보니까 걍 k5나 쏘나타 살 걸 그랬음 ㅠ- dc official App,차갤러 (223.38),260,0,0,0
와아반떼cn7 소나타dn8 그랜저gn7 뒤에숫자뜻이,https://gall.dcinside.com/board/view/?id=car_new1&no=10374076,2025-02-09 17:39:26,7세대 8세대였구나나오늘처음암ㅋㅋㅋ ;;그냥차이름 붙여놓은줄ㅋㅋㅋㅋ,차갤러 (59.2),93,1,0,0
작가작이랑 양산은 단순 취향 차이임,https://gall.dcinside.com/mgallery/board/view/?id=jndwwe&no=8187,2025-02-09 17:27:24,"자동차도 순정에 만족하고, 뭐든 센터에서 해결하는 사람이 있는가하면순정에 만족 못하고 이거저거 튜닝하거나 소모품들 셀프교체해보려는 사람이 있음차쟁이들은 정비, 리스토어까지 하자나단순 그 차이야작가작이 딴게 아니고 서드파티 커스텀의 하위카테고리인데핫토이헤드 리터치, 올리페 말고 피부 눈 리터치는 얼마안듦토포같은 씹가성비 의상 정도면 20만대에 그럴듯함 커스텀 가능임커스텀이라고 다 대가리에 100만 의상에 7~80 디오라마에 2억 박고 시작하는 것은 아니다소위 작가작을 파는 사람들은커스텀에 발을 들였다가 하이엔드로 가버린거지아반떼 N, 벨로스터 N, 골프 gti 타다가amg, m, 타이칸으로 간 거야 어떤 부잣집도련님은 람보나 페라리로 간거고우열 같은건 딱히 없고 그냥 기질, 성향, 노는 물이 다른거",J갤러 (58.225),106,0,0,0
아반떼md 일듯,https://gall.dcinside.com/mgallery/board/view/?id=bodybuilding&no=2777962,2025-02-09 17:17:45,가성비좋긴함ㅋㅋㅋ,보갤러 (121.161),49,0,0,0
경기도에 아파트 자가 있고아반떼굴리면 성공한거 아나냐?,https://gall.dcinside.com/board/view/?id=jungsopd&no=1199118,2025-02-09 17:16:34,요즘 왜이리 성공의 기준이 높냐??- dc official App,중갤러 (211.234),110,0,1,0
형들 첫차 suv 세단 고민임. 오래탈거 추천좀. 안전한거,https://gall.dcinside.com/board/view/?id=car_new1&no=10374013,2025-02-09 17:13:48,"세단보다는 suv가 차대차 충돌사고시 더 안전한편이지?딱봐도 suv가 더 높고 무겁고 커보이는데.운전하기에도 suv가 트럭처럼 높아서 시야도 탁트이고 앞대가리도 짧아서 차폭감에 대해 직관성있어보이는데딱 연비 나쁘고, 승차감 구리다는거만 빼면 나머지 다 장점아닌가?첨에 모닝레이 보다가 지금 아반떼 보다가 이제는 suv보는중.그돈씨라기보단 오래 10년이상 탈 차 보니까 고민되네. 신차살건데 나이 31이고",차갤러 (39.113),89,0,0,0
요새 suv 인기많은 이유가머임?,https://gall.dcinside.com/board/view/?id=car_new1&no=10373994,2025-02-09 17:05:13,주변에도 물어보면 suv 사고싶어하는 뚜벅이는 많아도 아반떼 사겠다는놈은 못봄suv로 뭐하려고 승차감 구린 짐 넣기 편한 차를 사는거임?그렇게까지 짐 싣고 여기저기 다니는 직업도아닌데,차갤러 (39.113),95,0,0,0
우리동네 당근에아반떼투어링 올라왔노,https://gall.dcinside.com/board/view/?id=car_new1&no=10373927,2025-02-09 16:44:24,,yu+ (211.208),57,0,0,0
코나 vs 쏘나타가 ㄹㅇ인데,https://gall.dcinside.com/board/view/?id=car_new1&no=10373891,2025-02-09 16:33:01,아반떼 vs 쏘나타는 솔직히 그돈씨하기에 가격차이 너무 심하고 코나가 그돈씨 존나 마렵게함,ㅇㅇ (49.172),160,0,0,0
"그래도 코나, 셀토스 타는 20대 보지들 귀엽던데",https://gall.dcinside.com/board/view/?id=car_new1&no=10373888,2025-02-09 16:30:00,자기 아빠가 아반떼 사줄려던거 아반떼 싫다고 찡찡거려서 코나 셀토스 샀을거 생각하니 ㅈㄴ 귀여움- dc official App,ㅇㅇ (89.147),187,1,0,0
어사일 올려치기 하는 심리는 이거지 (심리학자임),https://gall.dcinside.com/mgallery/board/view/?id=speakers&no=421025,2025-02-09 16:16:06,측정치 기반의 공돌이st 가 스갤 특징이라고 하자.근데 이보다 더 중요한 신념이 있다.‘가성비‘가격 대비 그래프 플랫한 특징의 스피커를 찾는게 주 목적.돈 많으면 그냥 제네렉 사지. 제네렉 어사일 하나 고르라고 하면 누가 어사일 사??이게 차로 비유하면 포르쉐 vs 아반떼n 같은거임.껍데기는 달라도 속은 비슷하니 포르쉐 사는 놈들 ㅂㅅ이라는 논리.근데 본인 스스로 만족하면 끝인데 왜 아반떼n 별로라고 하면 동호회 회원마냥 고닉들 기어 나와서 집단 린치를 하느냐?아반떼n v2 모델 출시하게 되면 팔고 넘어가야 하거든.이건 아까 말한 ‘가성비‘ 측면과 연결됨. 중고가 방어에 혈안.내가 선택한게 맞아야 하거든. 난 존나 합리적이고 스마트한 소비자니까.도장 불량에 내부 달그락 거려도 신경 안씀. 도장 별로이고 5만원 싼게 더 중요하거든.가끔 올라오는 골방만 봐도 몇 달치 용돈 올인해서 산게 느껴짐.잘 모르는데 돈 있으면 그냥 제네렉 사라..,ㅇㅇ (118.235),254,6,0,0
